date,ticker,sector,value,quality,momentum,composite
2021-01-31,APD,Materials,,,-0.34937765477235394,
2021-01-31,APH,Information Technology,-0.09046305800561572,-0.11553198172715512,-0.1360280235369724,-0.11400768775658109
2021-01-31,APTV,Consumer Discretionary,-0.03256508737897068,-0.20102238425424118,1.0295190790555966,0.2653105358074616
2021-01-31,ARE,Real Estate,-0.12567651492022489,0.06437357577797831,0.5172725246309661,0.15198986182957316
2021-01-31,ARNC,,,-0.22794025210369262,,
2021-01-31,ATI,,,-1.1232637194373463,,
2021-01-31,ATO,Utilities,-0.17337866335412705,-0.08563177809872319,-0.21882280451934677,-0.159277748657399
2021-01-31,ATVI,,,0.89908149479274,,
2021-01-31,AVB,Real Estate,0.2220979316180362,0.16165164630075782,-0.4687877911347468,-0.028346071071984242
2021-01-31,AVGO,Information Technology,0.09791754742149791,-0.33663155050374627,0.3485005290725389,0.03659550866343019
2021-01-31,AVP,,,-0.8166041760188502,,
2021-01-31,AVY,Materials,-0.3977401092807232,0.4765613860880507,-0.25035009770977457,-0.05717627363414901
2021-01-31,AWK,Utilities,,,0.6553504052765574,
2021-01-31,AXP,Financials,,,-0.2656665392860261,
2021-01-31,AYI,,,0.7914638433363017,,
2021-01-31,AZO,Consumer Discretionary,0.44415284560040214,-0.332976210021389,-0.15404691673503038,-0.014290093718672412
2021-01-31,BA,Industrials,,,-1.454140982919592,
2021-01-31,BAC,Financials,,,-0.25539328584622756,
2021-01-31,BALL,Materials,-0.5051833278368285,0.06761109611559171,0.020329315347100474,-0.13908097212471213
2021-01-31,BAX,Health Care,-0.019476463291469036,-0.16180485931026747,-0.8672940748841115,-0.34952513249528266
2021-01-31,BBBY,,,-0.5094686722822394,,
2021-01-31,BBWI,,,0.6688485863705338,,
2021-01-31,BBY,Consumer Discretionary,0.2480963420289477,0.18275366771135362,0.0981634121733134,0.1763378073045382
2021-01-31,BDX,Health Care,0.044938136230764425,-0.6462493619167968,-0.8334511656833641,-0.47825413045646553
2021-01-31,BEN,Financials,,,0.009106738872983355,
2021-01-31,BF-B,Consumer Staples,,,0.11677265731020373,
2021-01-31,BHI,,,-0.45089176244159224,,
2021-01-31,BIIB,Health Care,0.41736227024942296,0.5645913906338955,-0.863920286370506,0.03934445817093749
2021-01-31,BK,Financials,,,-0.18658698077663616,
2021-01-31,BKNG,Consumer Discretionary,-0.08803538333112257,0.5416733744134049,0.11709795464162895,0.19024531524130375
2021-01-31,BKR,Energy,0.5042075156364864,0.37953462008414585,0.45631118513520996,0.4466844402852807
2021-01-31,BLK,Financials,0.14170547944173506,-0.5371492697194453,1.027386139954833,0.21064744989237424
2021-01-31,BMY,Health Care,0.40543361456618493,-0.35337408392741354,-0.5654380858411564,-0.1711261850674617
2021-01-31,BR,Industrials,-0.09288706524418702,0.1615930621991169,0.32891982365031003,0.13254194020174662
2021-01-31,BRK-B,Financials,,,-0.01545902578547309,
2021-01-31,BSX,Health Care,-0.0672173546494336,-0.9414080576501713,-1.0108912347073362,-0.6731722156689804
2021-01-31,BXP,Real Estate,,,-0.7005722438670153,
2021-01-31,C,Financials,,,-0.513472397316583,
2021-01-31,CAG,Consumer Staples,0.7885795186240655,-0.12246867518689875,-0.05987818254910651,0.20207755362935342
2021-01-31,CAH,Health Care,-0.0829705050088149,-0.7885258465648376,-0.3662090575955815,-0.412568469723078
2021-01-31,CAT,Industrials,-0.03702994444066691,-0.356038912258939,0.6338223891034594,0.08025117746795117
2021-01-31,CB,Financials,,,-0.0001304590902577174,
2021-01-31,CBOE,Financials,0.5208439032308412,-0.16528718338959453,-0.7635315262511555,-0.13599160213663627
2021-01-31,CBRE,Real Estate,0.0860525257639017,0.2252149903192134,0.25203505960558004,0.18776752522956505
2021-01-31,CCI,Real Estate,,,0.44446553103609077,
2021-01-31,CCL,Consumer Discretionary,-0.7981527489771117,-1.9426398898998611,-1.8929132445183754,-1.5445686277984496
2021-01-31,CDNS,Information Technology,-0.23204757830988856,0.23504350203793145,1.4519808860104526,0.4849922699128318
2021-01-31,CDW,Information Technology,-0.11264942643072551,-0.36431145928811304,-0.9957847237807776,-0.49091520316653875
2021-01-31,CE,,,0.5702499389661673,,
2021-01-31,CERN,,,1.3891935360497216,,
2021-01-31,CF,Materials,0.41022813878331704,-0.2981898363201701,-0.8319577087284846,-0.23997313542177923
2021-01-31,CFG,Financials,,,-0.09312424731004076,
2021-01-31,CHD,Consumer Staples,-0.2693553361949014,0.15829588896012387,0.12563774928534643,0.004859434016856308
2021-01-31,CHRW,Industrials,0.04619864991527591,0.34503361529099946,0.3908098221674313,0.26068069579123554
2021-01-31,CHTR,Communication Services,0.06108416816433282,-0.40292035189444125,0.18403370364814067,-0.05260082669398925
2021-01-31,CI,Health Care,,,-0.3804355264863277,
2021-01-31,CINF,Financials,,,-0.5028397189207112,
2021-01-31,CL,Consumer Staples,-0.38917613833161835,0.6874203386619835,0.09809638836008062,0.1321135295634819
2021-01-31,CLX,Consumer Staples,,,0.4483092648046639,
2021-01-31,CMCSA,Communication Services,0.30031628326966736,-0.3810536625885295,0.060489259432406045,-0.006749373295485371
2021-01-31,CME,Financials,0.21563493666368522,-0.7046485083559417,-0.4868542762199174,-0.32528928263739126
2021-01-31,CMG,Consumer Discretionary,-0.19531473520792061,-0.10036375331028366,1.196754941862261,0.30035881778135226
2021-01-31,CMI,Industrials,0.18270563015163938,0.10591545987916094,0.7532701658281679,0.3472970852863227
2021-01-31,CMS,Utilities,,,0.0072025703874463165,
2021-01-31,CNC,Health Care,0.9406769506998902,-0.3741566389592742,-0.7371997995207272,-0.056893162593370405
2021-01-31,CNP,Utilities,,,-0.1892426359647814,
2021-01-31,COF,Financials,,,-0.09827987940667232,
2021-01-31,COO,Health Care,-0.13264359746507792,-0.35410415561543096,-0.47871759291232957,-0.3218217819976128
2021-01-31,COP,Energy,,,-0.37781845041782036,
2021-01-31,COR,Health Care,,,0.0241091844808575,
2021-01-31,COST,Consumer Staples,-0.22894075206883682,-0.10936177266148905,0.37116827994599,0.010955251738554717
2021-01-31,COTY,,,-0.14885603445312046,,
2021-01-31,CPAY,Financials,,,-0.4878792847192308,
2021-01-31,CPB,Consumer Staples,-0.13290741860876715,-0.1739529975441974,-0.34765965240606983,-0.2181733561863448
2021-01-31,CPRT,Industrials,-0.19016865609176795,1.2217817492049832,0.17345878318294952,0.4016906254320549
2021-01-31,CRM,Information Technology,-0.10181236503964092,-0.22701105960104745,-0.43976972199763664,-0.2561977155461083
2021-01-31,CSCO,Information Technology,0.23378723204956764,-0.24673395088783012,-1.0626332685755364,-0.35852666247126636
2021-01-31,CSX,Industrials,0.0021913814308349155,-0.021714670605157235,0.03373467417022791,0.004737128331968529
2021-01-31,CTAS,Industrials,-0.05828187475443438,0.6256996100147029,0.2471440618038789,0.2715205990213825
2021-01-31,CTLT,,,0.34249445374235765,,
2021-01-31,CTRA,Energy,,,0.9595040531593264,
2021-01-31,CTSH,Information Technology,0.21897291127554772,-0.4426635828761524,-0.06607969515029044,-0.09659012225029835
2021-01-31,CTVA,Materials,0.15814756119175982,-0.48090015775816247,0.19942432873441113,-0.04110942261066384
2021-01-31,CTXS,,,0.6933562754731297,,
2021-01-31,CVS,Health Care,1.30448226205659,-0.5015735651156461,-0.5219754372447694,0.09364441989872481
2021-01-31,CVX,Energy,,,-0.003143180325979378,
2021-01-31,CXO,,,-0.5535128328452091,,
2021-01-31,D,Utilities,,,0.006710435521972258,
2021-01-31,DAL,Industrials,-1.9661430445205792,-3.084733821862237,-1.3138293694531897,-2.1215687452786685
2021-01-31,DD,Materials,,,0.3589994426942316,
2021-01-31,DE,Industrials,0.21404148830871217,-0.27492007169106,1.5023621440288617,0.48049452021550465
2021-01-31,DG,Consumer Staples,-0.22166117188055912,-0.050066087760417044,0.6601466966876313,0.12947314568221838
2021-01-31,DGX,Health Care,0.5791176536615006,0.46636185199392854,-0.34299761818577923,0.23416062915654998
2021-01-31,DHI,Consumer Discretionary,,,0.008723773041543273,
2021-01-31,DHR,Health Care,-0.03156789849975923,-0.3124157394923971,0.47687856420798114,0.04429830873860827
2021-01-31,DIS,Communication Services,-0.19572665584058352,-0.9911332257627227,0.27279318947153863,-0.30468889737725585
2021-01-31,DISH,,,0.38475801525592895,,
2021-01-31,DLR,Real Estate,0.22635222003178873,-0.11196866903050284,0.6593540215985095,0.2579125241999318
2021-01-31,DLTR,Consumer Staples,-0.17783994411869117,-0.3695603430878641,0.2712714678062108,-0.09204293980011484
2021-01-31,DNB,,,-0.33069176774183695,,
2021-01-31,DOC,Real Estate,0.20764247206804337,0.0073120605917249,-0.15146446099829658,0.021163357220490564
2021-01-31,DOV,Industrials,0.080100441601812,0.0895718357271252,-0.1790447809720206,-0.0031241678810277986
2021-01-31,DOW,Materials,0.1574534412359374,-0.41866693656527515,-0.03387634778445603,-0.09836328103793125
2021-01-31,DPZ,Consumer Discretionary,-0.3607157427810205,1.8306131337365505,0.5559866658263546,0.6752946855939616
2021-01-31,DRE,,,0.15494693094751522,,
2021-01-31,DRI,Consumer Discretionary,-0.1933762459779715,-0.8454410132340237,-0.41992872914037144,-0.4862486627841222
2021-01-31,DTE,Utilities,,,0.11146392034215091,
2021-01-31,DUK,Utilities,0.27771898400747785,-0.09150203043042793,0.1887916451071207,0.12500286622805687
2021-01-31,DVA,Health Care,0.20496138477678869,-0.3978761651639022,0.7115694864780461,0.17288490203031084
2021-01-31,DVN,Energy,-0.7228968512604922,-0.2679993396240705,-0.17142496900011284,-0.3874403866282252
2021-01-31,DXC,,,-0.4458404973322164,,
2021-01-31,DXCM,Health Care,-0.3683599041708457,-0.13219780128868247,0.8970156866801308,0.13215266040686754
2021-01-31,EA,Communication Services,,,0.33600359909559596,
2021-01-31,EBAY,Consumer Discretionary,0.13229498356360958,0.8473080353366432,0.9684207459109506,0.6493412549370677
2021-01-31,ECL,Materials,-0.7857503131047717,-0.9911658603890547,-0.5070546389767769,-0.7613236041568677
2021-01-31,ED,Utilities,,,-0.3181993319267551,
2021-01-31,EFX,Industrials,-0.09260746730579911,0.12552699182096871,0.30054543243960274,0.11115498565159078
2021-01-31,EG,Financials,,,-0.47370968379148215,
2021-01-31,EIX,Utilities,,,-0.147389320093389,
2021-01-31,EL,Consumer Staples,-0.5915179331346911,-0.34343529022171926,0.6448350500815707,-0.0967060577582799
2021-01-31,ELV,Health Care,,,0.02629489694634754,
2021-01-31,EMN,,,0.18054566602313837,,
2021-01-31,EMR,Industrials,0.1399141765147874,0.37830625737058426,-0.10240404983742127,0.1386054613493168
2021-01-31,ENDP,,,-0.33123028003105526,,
2021-01-31,ENPH,,,0.5015112670623045,,
2021-01-31,EOG,Energy,,,-0.3701923621202161,
2021-01-31,EQIX,Real Estate,-0.3511099036630075,-0.016218170792104802,0.8216399505941444,0.15143729204634404
2021-01-31,EQR,Real Estate,0.28655845545145936,0.10362744391764239,-0.5462356698025509,-0.052016590144483045
2021-01-31,EQT,Energy,,,3.6034951010454073,
2021-01-31,ES,Utilities,-0.0569429984601596,0.0002836528443587727,0.13919208018600382,0.027510911523401
2021-01-31,ESS,Real Estate,0.08078693448625386,0.07715464775797815,-0.40115785652955605,-0.08107209142844135
2021-01-31,ETN,Industrials,0.17868446561061657,-0.23689435682332083,0.30879671508883677,0.08352894129204418
2021-01-31,ETR,Utilities,,,-0.355016396793992,
2021-01-31,EVRG,Utilities,,,-0.32422376820475274,
2021-01-31,EW,Health Care,-0.32386588873726535,0.4041865316691198,0.07742109590433416,0.05258057961206286
2021-01-31,EXC,Utilities,0.48694016104264426,-0.1265536967765224,0.025723834003930413,0.12870343275668408
2021-01-31,EXPD,Industrials,0.01270322717974079,0.9369338111799341,0.35575716769442667,0.43513140201803385
2021-01-31,EXPE,Consumer Discretionary,-1.1640709096402742,-1.1073896964107444,0.14148100751573733,-0.7099931995117604
2021-01-31,EXR,Real Estate,-0.10906246652198796,0.335063788347688,0.41285503997565537,0.2129521206004518
2021-01-31,F,Consumer Discretionary,2.571690566283589,-0.2155261425268207,-0.503165825871853,0.6176661992949718
2021-01-31,FANG,Energy,-0.21996681346372318,-1.8399482285624023,-0.45090595367967,-0.8369403319019318
2021-01-31,FAST,Industrials,-0.0808252121645843,1.35497951869597,0.6886242307716787,0.6542595124343548
2021-01-31,FBHS,,,0.7426768568964525,,
2021-01-31,FCX,Materials,-0.10323379052578688,-0.14122537244263172,2.6029717491641327,0.786170862065238
2021-01-31,FDX,Industrials,,,1.7730858518928811,
2021-01-31,FE,Utilities,,,-0.7946695826690072,
2021-01-31,FFIV,Information Technology,-0.021375741012849024,-0.5335949166265102,0.18043038768276276,-0.1248467566521988
2021-01-31,FIS,Financials,,,-0.12454888027762062,
2021-01-31,FISV,Financials,,,-0.2217160089473974,
2021-01-31,FITB,Financials,,,-0.047237433610155255,
2021-01-31,FL,,,0.9883503239409797,,
2021-01-31,FLIR,,,0.5780848874259468,,
2021-01-31,FLR,,,-0.0692591693156418,,
2021-01-31,FLS,,,0.19795201537730925,,
2021-01-31,FLT,,,0.4843900897450541,,
2021-01-31,FMC,,,0.36947707988405604,,
2021-01-31,FOSL,,,0.047131071417188586,,
2021-01-31,FOX,Communication Services,0.8739471196800519,0.7205591147288232,-1.1432845254123376,0.15040723633217912
2021-01-31,FOXA,Communication Services,,,-1.1709816155784762,
2021-01-31,FRT,Real Estate,-0.10392481485856843,-0.21992272479642572,-0.6308803372750936,-0.3182426256433626
2021-01-31,FSLR,Information Technology,0.30467996826596844,-0.4642058636949091,1.7427461524730463,0.5277400856813685
2021-01-31,FTI,,,-0.11268609350284253,,
2021-01-31,FTNT,Information Technology,-0.2471205185392679,0.10720745405706744,-0.25119861451186193,-0.13037055966468747
2021-01-31,FTV,Industrials,0.2608432906423212,-0.21967034262360352,-0.16515207573904114,-0.04132637590677449
2021-01-31,GD,Industrials,0.4154814566593671,-0.08073195731367169,-0.9141782347551783,-0.19314291180316098
2021-01-31,GE,Industrials,0.07383201154427375,-0.47402285722867293,-0.9038341944716854,-0.4346750133853616
2021-01-31,GEN,Information Technology,-0.40999747304622436,-0.67917373660794,-0.22662761436889312,-0.43859960800768577
2021-01-31,GGP,,,-0.4438007672302503,,
2021-01-31,GILD,Health Care,-0.050634418615712364,-1.0807511079445151,-0.727241612242852,-0.6195423796010265
2021-01-31,GIS,Consumer Staples,,,0.027522845367732713,
2021-01-31,GL,Financials,,,-0.3401870099113966,
2021-01-31,GLW,Information Technology,0.2973335091625081,-0.7552407458051484,0.04152277493952927,-0.13879482056770368
2021-01-31,GM,Consumer Discretionary,1.1958322557462489,-0.06844189280615745,0.24550824273202,0.45763286855737045
2021-01-31,GME,,,-0.690252162953045,,
2021-01-31,GOOG,Communication Services,-0.22573056752165804,0.5579530912933462,0.023480216931888565,0.11856758023452559
2021-01-31,GOOGL,Communication Services,,,0.028458277740009807,
2021-01-31,GPC,Consumer Discretionary,0.45669628901672676,-0.4102783545097935,-0.18252199161088817,-0.04536801903465163
2021-01-31,GPN,Financials,,,0.1925485897762611,
2021-01-31,GPS,,,0.03221548445597422,,
2021-01-31,GRMN,Consumer Discretionary,0.23731321902323774,1.0642091616626197,0.257384881354895,0.5196357540135841
2021-01-31,GS,Financials,,,0.2740804318699436,
2021-01-31,GT,,,-0.49559020335527526,,
2021-01-31,GWW,Industrials,-0.06345164729377883,0.5116551190518376,0.5110392809024773,0.3197475842201787
2021-01-31,HAL,Energy,-0.5970750694010452,-0.18025202596590573,0.14031532186815987,-0.21233725783293034
2021-01-31,HAS,Consumer Discretionary,0.18211962530331413,0.035528566326394145,-0.65363185469798,-0.14532788768942392
2021-01-31,HBAN,Financials,,,-0.14173818650363607,
2021-01-31,HBI,,,0.4114838460477551,,
2021-01-31,HCA,Health Care,,,-0.07291357500053508,
2021-01-31,HD,Consumer Discretionary,0.10483045923112612,1.4828497545040873,0.04733304184908031,0.5450044185280979
2021-01-31,HES,,,-0.6157136481167208,,
2021-01-31,HFC,,,-0.2529677610859441,,
2021-01-31,HIG,Financials,,,-0.5285946633146991,
2021-01-31,HII,Industrials,0.4359925944762998,0.1328953400335134,-1.4770109227531547,-0.3027076627477805
2021-01-31,HLT,Consumer Discretionary,-0.2938480980391155,-0.8565016760021673,-0.3986766869488305,-0.5163421536633711
2021-01-31,HOG,,,0.08780676443322527,,
2021-01-31,HON,Industrials,,,0.1801473512093755,
2021-01-31,HP,,,-0.5334532241634482,,
2021-01-31,HPE,Information Technology,1.4051407320413236,-1.0427848219380582,-1.3748038653908652,-0.3374826517625333
2021-01-31,HPQ,Information Technology,0.3892448180489197,-0.40504428346045146,-0.5084782975069875,-0.1747592543061731
2021-01-31,HRL,Consumer Staples,-0.1711174040463279,-0.08812339738719926,-0.4054593757317745,-0.2215667257217672
2021-01-31,HSIC,Health Care,0.1784978213837359,-0.2702549262734504,-0.6974989119236156,-0.2630853389377767
2021-01-31,HST,Real Estate,-0.34081625686166456,-1.0305841323483143,-0.07439116436022108,-0.4819305178567333
2021-01-31,HSY,Consumer Staples,-0.5105894212806988,0.6697973915931938,-0.398700866827382,-0.07983096550496233
2021-01-31,HUM,Health Care,,,0.03162218653068691,
2021-01-31,HWM,Industrials,-0.0959229844208524,-0.6364640934693204,0.1430725118386749,-0.19643818868383267
2021-01-31,IBM,Information Technology,,,-1.2819361357181853,
2021-01-31,ICE,Financials,0.004824751432908489,-0.7102560999051775,0.37179584931379855,-0.11121183305282346
2021-01-31,IDXX,Health Care,-0.362936698971735,1.8577345197654027,1.7670668962702,1.0872882390212892
2021-01-31,IEX,Industrials,-0.04324103035401113,0.17826741359941634,0.09671683710491563,0.07724774011677361
2021-01-31,IFF,Materials,0.05372866142264138,-0.1356174446491215,-1.242101697019788,-0.44133016008208936
2021-01-31,INCY,Health Care,-0.1555761577176574,-0.11147339413312787,-0.07607071510037706,-0.11437342231705411
2021-01-31,INFO,,,0.5082772603148432,,
2021-01-31,INTC,Information Technology,0.8670760948025406,0.2842378352486241,-1.6287298233349508,-0.1591386310945954
2021-01-31,INTU,Information Technology,,,-0.040195368626230854,
2021-01-31,IP,Materials,0.26377960858520394,-0.12300441708459003,-0.01749581302427683,0.041093126158779025
2021-01-31,IPG,,,0.34364241198292345,,
2021-01-31,IPGP,,,0.3606309900658082,,
2021-01-31,IQV,Health Care,-0.1380850833963613,-0.65110391416998,-0.1783326059266227,-0.32250720116432136
2021-01-31,IR,Industrials,,,0.27517264735179103,
2021-01-31,IRM,Real Estate,-0.1270533282537866,-0.057498018841543375,0.22611819810127531,0.013855617001981782
2021-01-31,ISRG,Health Care,-0.30229625832949686,0.11435730431305799,0.6878393713098184,0.1666334724311265
2021-01-31,IT,Information Technology,-0.09659381945718112,-0.9849286073997976,-1.0717538874614134,-0.7177587714394641
2021-01-31,ITW,Industrials,-0.1614847550161353,0.6163817232909992,0.007189916658368545,0.1540289616444108
2021-01-31,IVZ,Financials,1.456787757805862,-0.6135686312449207,0.09136724054447237,0.31152878903513787
2021-01-31,J,Industrials,0.50738981752764,-0.2908105668187368,-0.019939649154402744,0.06554653385150015
2021-01-31,JBHT,Industrials,-0.00395780035509434,0.13705578167198496,0.24040919661433788,0.12450239264374281
2021-01-31,JCI,Industrials,0.522711808005905,-0.14070705803689393,0.06189535199449056,0.14796670065450054
2021-01-31,JKHY,Financials,-0.15178507600763355,0.4817463252224628,0.15783551282201633,0.16259892067894854
2021-01-31,JNJ,Health Care,-0.023844022737887396,0.003664548103369164,-0.37042168473292414,-0.13020038645581414
2021-01-31,JNPR,,,0.4121579008893912,,
2021-01-31,JPM,Financials,,,-0.14113418138529765,
2021-01-31,JWN,,,-0.19267672465271424,,
2021-01-31,K,,,0.5599844054443035,,
2021-01-31,KEY,Financials,,,-0.32047860199651634,
2021-01-31,KEYS,Information Technology,,,0.12340170098467973,
2021-01-31,KHC,Consumer Staples,,,0.3026725777114179,
2021-01-31,KIM,Real Estate,,,-0.3129302433663752,
2021-01-31,KLAC,Information Technology,-0.13219577513017317,0.5129820364355976,0.6021381953865304,0.3276414855639849
2021-01-31,KMB,Consumer Staples,-0.33640224785366657,0.23019122577781964,-0.49353526431744504,-0.199915428797764
2021-01-31,KMI,Energy,,,-0.39413733270178875,
2021-01-31,KMX,,,0.343321808990119,,
2021-01-31,KO,Consumer Staples,-0.30197456410367696,-0.2673219367575409,-0.4885910926289368,-0.35262919783005153
2021-01-31,KR,Consumer Staples,1.0880108421437615,-0.13566925270507602,0.17784175480931225,0.3767277814159993
2021-01-31,KSS,,,-0.10705047400977163,,
2021-01-31,KSU,,,0.6538924116249915,,
2021-01-31,L,Financials,,,-0.44533906428764225,
2021-01-31,LDOS,Industrials,,,-0.369311839518877,
2021-01-31,LEG,,,0.510415420655651,,
2021-01-31,LEN,Consumer Discretionary,,,-0.04903295676954088,
2021-01-31,LH,Health Care,,,-0.16025325342426794,
2021-01-31,LHX,Industrials,,,-0.9108708861125213,
2021-01-31,LIN,Materials,-0.2177319217648726,-0.10562492023906456,0.07243414007201954,-0.08364090064397255
2021-01-31,LKQ,,,0.41378807793153394,,
2021-01-31,LLY,Health Care,-0.24458900581799609,0.28446339487216665,0.04506504031681416,0.028313143123661576
2021-01-31,LMT,Industrials,0.2888417537114766,0.7078120884437674,-0.9641873346487349,0.010822169168836382
2021-01-31,LNT,Utilities,,,-0.07015160165688561,
2021-01-31,LOW,Consumer Discretionary,0.20715397182229164,0.3599032935237875,0.6307060977082772,0.3992544543514522
2021-01-31,LRCX,Information Technology,-0.10959345767838335,0.7963898587722621,0.6569263589229224,0.44790758667226704
2021-01-31,LUMN,,,0.10243011138464858,,
2021-01-31,LUV,Industrials,-0.4818024165384884,-1.7750639573875269,-0.9625750025704922,-1.0731471254988358
2021-01-31,LVLT,,,0.13117759387213862,,
2021-01-31,LVS,Consumer Discretionary,-0.5963912806283245,-1.5970639722102502,-0.6886396225869003,-0.9606982918084915
2021-01-31,LW,,,0.7421609529851829,,
2021-01-31,LYB,Materials,,,-0.13549555650907935,
2021-01-31,LYV,Communication Services,,,-0.38066640036890087,
2021-01-31,M,,,-0.4415762582607048,,
2021-01-31,MA,Financials,-0.43810239078101293,0.8907595675213049,0.26969831468983924,0.24078516381004375
2021-01-31,MAA,Real Estate,,,0.027566073108705735,
2021-01-31,MAC,,,-0.2034305096588097,,
2021-01-31,MAR,Consumer Discretionary,-0.13615321124887605,-0.47944174576823184,-0.6467029871991847,-0.4207659814054308
2021-01-31,MAS,Industrials,,,-0.07519940136788186,
2021-01-31,MAT,,,1.246364136843789,,
2021-01-31,MCD,Consumer Discretionary,-0.18501284667055531,0.538455142843084,-0.41504606285039114,-0.020534588892620793
2021-01-31,MCHP,Information Technology,-0.054226489936758014,-0.9381708784018814,0.16893836575903332,-0.27448633419320206
2021-01-31,MCK,Health Care,-0.013539013395084919,-0.43683533293569654,0.04232042310521089,-0.1360179744085235
2021-01-31,MCO,Financials,-0.29792239675174165,0.6610911369840748,0.2844954738650146,0.2158880713657826
2021-01-31,MDLZ,Consumer Staples,-0.017058230811352437,-0.3836616738490221,-0.2881515047153685,-0.2296238031252477
2021-01-31,MDT,Health Care,0.07484699229070989,-0.573856631191713,-0.5032534838691931,-0.33408770759006545
2021-01-31,MET,Financials,,,-0.1361454186366478,
2021-01-31,META,Communication Services,-0.0813313492481375,1.2319109871697558,0.39374497973810896,0.5147748725532424
2021-01-31,MGM,Consumer Discretionary,-0.21759307060795494,-1.111436774530896,-0.4305450092471993,-0.5865249514620167
2021-01-31,MKC,Consumer Staples,-0.14423418834139815,-0.03279117633354056,0.1205849966921664,-0.018813455994257437
2021-01-31,MLM,Materials,-0.1425670792506746,0.5903518407809409,-0.5813541971376984,-0.044523145202477354
2021-01-31,MMM,Industrials,0.22860254700475025,0.4758973745676727,-0.14073775716989242,0.18792072146751018
2021-01-31,MNST,Consumer Staples,-0.42168748194044686,1.2467512653243562,0.6875956799649361,0.5042198211162818
2021-01-31,MO,Consumer Staples,,,-0.5684201736909986,
2021-01-31,MOS,Materials,1.0903668941183524,-0.012350747630780118,-0.3380881065943154,0.24664267996441902
2021-01-31,MPC,Energy,0.5356300960592836,0.26091694434260115,-0.08801598525683019,0.23617701838168484
2021-01-31,MRK,Health Care,-0.030172994431683017,0.4412059507114803,-0.6468730990705098,-0.07861338093023752
